"","Trade.Name","County","Inspection.Grade","Inspection.Date","Owner.Name","Street","City","State.Code","Zip.Code","Deficiency.Number","Deficiency.Description","Location","id"
"109","13 STAR DELI AND GROCER","Kings","C",2018-12-26,"13 STAR DELI AND GROCERY","536 RALPH AVE","BROOKLYN","NY",11233,"04F","-10-15 fresh/old appearing intermingled rat droppings are present in the basement area. 

 -3-4 fresh/old appearing intermingled rat droppings are present in the deli food preparation area.","536 RALPH AVE
BROOKLYN, NY 11233
(40.67107, -73.922375)",21915
"110","1307 CORP","Bronx","A",2018-10-03,"1307 CORP","1307 CROSBY AVE","BRONX","NY",10461,"","","1307 CROSBY AVE
BRONX, NY 10461
(40.838475, -73.82901)",6529
"111","131 MANHATTAN DELI GRCY","Kings","A",2018-06-13,"131 MANHATTAN DELI GROCERY CORP","134 MANHATTAN AVE","BROOKLYN","NY",11206,"","","134 MANHATTAN AVE
BROOKLYN, NY 11206
(40.707294, -73.944917)",9572
"112","131-21 STOP ONE DELI&GR","Queens","A",2018-12-05,"131-21 STOP ONE DELI&GRCRY CORP","131-21 SPRINGFIELD BLVD","SPRINGFIELD GARDEN","NY",11413,"","","131-21 SPRINGFIELD BLVD
SPRINGFIELD GARDEN, NY 11413
(40.683478, -73.751307)",3405
"113","1310 CARIBBEAN DELI","Kings","A",2019-02-12,"1310 CARIBBEAN DELI CORP","1310 FLATBUSH AVE","BROOKLYN","NY",11210,"","","1310 FLATBUSH AVE
BROOKLYN, NY 11210
(40.638218, -73.95339)",9181
"114","132 EXPRESS DELI","Kings","C",2018-10-01,"132 EXPRESS DELI INC","132 GRAHAM AVE","BROOKLYN","NY",11206,"04F","-  A live cockroach is present on the deli area wall over the equipment wash sink.","132 GRAHAM AVE
BROOKLYN, NY 11206
(40.70597, -73.942976)",25964
"115","132 NEW DELI & GROCERY","New York","A",2018-11-26,"132 NEW DELI & GROCERY INC","132 E 125TH STREET","NEW YORK","NY",10035,"","","132 E 125TH STREET
NEW YORK, NY 10035
(40.804455, -73.937586)",12053
"116","132 VERMILYEA DELI & GR","New York","A",2018-09-27,"132 VERMILYEA DELI & GROCERY CORP","132 VERMILYEA AVE","NEW YORK","NY",10034,"","","132 VERMILYEA AVE
NEW YORK, NY 10034
(40.866625, -73.92099)",13179
"117","133 FOOD","Kings","B",2019-01-17,"133 FOOD CORP","133 LAFAYETTE AVE","BROOKLYN","NY",11238,"04A","Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","133 LAFAYETTE AVE
BROOKLYN, NY 11238
(40.687437, -73.972534)",8918
"118","1334 RICHMOND ROAD","Richmond","A",2018-11-20,"1334 RICHMOND ROAD CORP","1334 RICHMOND RD","STATEN ISLAND","NY",10304,"","","1334 RICHMOND RD
STATEN ISLAND, NY 10304
(40.595839, -74.096162)",15881
"119","1336 ENTERPRISE","Dutchess","B",2018-11-30,"1336 ENTERPRISE INC","1336 ROUTE 9","WAPPINGERS FALLS","NY",12590,"08A","Potentially hazardous foods are being kept below 135°F during hot-holding (rare roast beef may be served at 130°F or above)","1336 ROUTE 9
WAPPINGERS FALLS, NY 12590
(41.579556, -73.90896)",956
"120","1338 FOOD","New York","A",2018-08-16,"1338 FOOD INC","1338 ST NICHOLAS AVE","NEW YORK","NY",10033,"","","1338 ST NICHOLAS AVE
NEW YORK, NY 10033
(40.846618, -73.93571)",13544
"121","134TH MEAT MARKET INC T","Bronx","A",2018-11-29,"134TH MEAT MARKET INC","514 E 134TH ST","BRONX","NY",10454,"","","514 E 134TH ST
BRONX, NY 10454
(40.804903, -73.920809)",5961
"122","135 EAST 3RD FOOD MART","Westchester","A",2018-12-17,"135 EAST 3RD FOOD MART INC","135 EAST 3RD STREET","MOUNT VERNON","NY",10550,"","","135 EAST 3RD STREET
MOUNT VERNON, NY 10550
(40.908055, -73.830071)",18098
"123","1356 CONVENIENCE","Kings","A",2018-09-19,"1356 CONVENIENCE CORP","1356 BROADWAY","BROOKLYN","NY",11221,"","","1356 BROADWAY
BROOKLYN, NY 11221
(40.689725, -73.922467)",9030
"124","1359 OGDEN GROCERY","Bronx","A",2018-09-04,"1359 OGDEN GROCERY CORP","1359 OGDEN AVE","BRONX","NY",10452,"","","1359 OGDEN AVE
BRONX, NY 10452
(40.841357, -73.924951)",6052
"125","135TH ST DELI & GROCERY","New York","A",2018-07-05,"135TH STREET DELI & GROCERY CORP","266 W 135TH ST","NEW YORK","NY",10030,"","","266 W 135TH ST
NEW YORK, NY 10030
(40.816232, -73.945898)",13299
"126","136 DELI & GRILL","Queens","A",2018-05-24,"136 DELI & GRILL INC","135-33 SPRINGFIELD BLVD","SPRINGFIELD GARDEN","NY",11413,"","","135-33 SPRINGFIELD BLVD
SPRINGFIELD GARDEN, NY 11413
(40.678001, -73.754625)",3639
"127","136 DELI GROCERY","Queens","C",2018-06-19,"136 DELI GROCERY CORP","136-09 FARMERS BLVD","JAMAICA","NY",11434,"06B","Potentially hazardous foods are not stored at safe temperatures","136-09 FARMERS BLVD
JAMAICA, NY 11434
(40.674566, -73.763684)",385
"128","1364 9W GAS & MART","Ulster","C",2018-10-16,"1364 9W GAS & MART CORP","1364 RT 9W","MARLBORO","NY",12542,"03D","-  Handwash sinks in the deli and toilet room  lack hot water.  Temperature at tap is 55 °F.","1364 RT 9W
MARLBORO, NY 12542
(41.607243, -73.970274)",27394
"129","139 GOURMET DELI","Bronx","A",2018-11-07,"139 GOURMET DELI CORP","274 ALEXANDER AVE","BRONX","NY",10454,"","","274 ALEXANDER AVE
BRONX, NY 10454
(40.810628, -73.924722)",5922
"130","1390 DELI GROCERY","Bronx","A",2018-12-10,"1390 DELI GROCERY CORP","1390 BOSTON ROAD","BRONX","NY",10456,"","","1390 BOSTON ROAD
BRONX, NY 10456
(40.83283, -73.897841)",5906
"131","13TH AVE MINI MART","Kings","A",2018-05-23,"13TH AVE MINI MART INC","7912 13TH AVE #","BROOKLYN","NY",11228,"","","7912 13TH AVE #
BROOKLYN, NY 11228
(40.617713, -74.010139)",9879
"132","13TH STREET DELI GROCER","Kings","A",2018-10-09,"13TH STREET DELI GROCERY INC","513 5TH AVENUE","BROOKLYN","NY",11215,"","","513 5TH AVENUE
BROOKLYN, NY 11215
(40.666876, -73.988217)",8966
"133","1408 ST NICHOLAS DELI","New York","A",2018-05-09,"1408 GOURMET DELI CORP","1408 ST NICHOLAS AVE","NEW YORK","NY",10033,"","","1408 ST NICHOLAS AVE
NEW YORK, NY 10033
(40.84896, -73.933995)",12306
"134","141 EXPRESS DELI","Richmond","A",2018-06-21,"141 EXPRESS DELI CORP","141 MCCLEAN AVE","STATEN ISLAND","NY",10305,"","","141 MCCLEAN AVE
STATEN ISLAND, NY 10305
(40.597958, -74.066741)",15554
"135","1416 FAR ROCKAWAY DELI","Queens","A",2019-01-30,"1416 FAR ROCKAWAY DELI INC","14-16 CORNAGA AVE","FAR ROCKAWAY","NY",11691,"","","14-16 CORNAGA AVE
FAR ROCKAWAY, NY 11691
(40.602678, -73.74935)",3604
"136","142 GROCERY AND TOBACCO","New York","A",2018-08-23,"142 GROCERY AND TOBACCO INC","3475 BROADWAY","NEW YORK","NY",10031,"","","3475 BROADWAY
NEW YORK, NY 10031
(40.824364, -73.952089)",13116
"137","142 SUPER DELI","Queens","A",2019-02-06,"142 SUPER DELI CORP","141-34 ROCKAWAY BLVD","JAMAICA","NY",11436,"","","141-34 ROCKAWAY BLVD
JAMAICA, NY 11436
(40.674097, -73.798598)",3455
"138","1436 DELI & GRILL","Queens","A",2018-03-26,"1436 DELI & GRILL INC","14-36 BEACH CHANNEL DRIVE","FAR ROCKAWAY","NY",11691,"","","14-36 BEACH CHANNEL DRIVE
FAR ROCKAWAY, NY 11691
(40.609086, -73.753821)",3691
"139","144 DELI GROCERY","New York","A",2018-08-28,"144 DELI GROCERY STORE CORP","144 NAGLE AVE","NEW YORK","NY",10040,"","","144 NAGLE AVE
NEW YORK, NY 10040
(40.86128, -73.925621)",13246
"140","144 N & J DELI GROCERY","Westchester","A",2018-10-22,"144 N & J DELI GROCERY CORP","144 LAKE AVE","YONKERS","NY",10703,"","","144 LAKE AVE
YONKERS, NY 10703
(40.946777, -73.88608)",18120
"141","1447 NEILSON STREET MAR","Oneida","A",2018-12-18,"1447 NEILSON STREET MARKET INC","1447 NEILSON ST","UTICA","NY",13501,"","","1447 NEILSON ST
UTICA, NY 13501
(43.089661, -75.234426)",15275
"142","145 DELI&GROCERY","New York","A",2019-01-02,"145 DELI&GROCERY INC","1717 AMSTERDAM AVE","NEW YORK","NY",10031,"","","1717 AMSTERDAM AVE
NEW YORK, NY 10031
(40.825112, -73.947698)",13573
"143","1454 MC DELI GROCERY","Bronx","A",2018-06-27,"1454 MC DELI GROCERY CORP","1454 GRAND CONCOURSE","BRONX","NY",10457,"","","1454 GRAND CONCOURSE
BRONX, NY 10457
(40.839987, -73.912863)",3590
"144","1459 MIA DELI & GROCERY","Bronx","A",2019-03-11,"1459 MIA DELI & GROCERY LLC","1459 - 1463 STORY AVE","BRONX","NY",10473,"","","1459 - 1463 STORY AVE
BRONX, NY 10473
(40.821391, -73.879708)",296
"145","147 FRIENDS GROCERY","Kings","A",2018-10-15,"147 FRIENDS GROCERY CORP","147 PARK AVE","BROOKLYN","NY",11205,"","","147 PARK AVE
BROOKLYN, NY 11205
(40.696249, -73.973735)",9302
"146","148 DELI GROCERY","New York","A",2018-12-18,"148 DELI GROCERY INC","2787 8TH AVE","NEW YORK","NY",10039,"","","2787 8TH AVE
NEW YORK, NY 10039
(40.824863, -73.940452)",12865
"147","148 FOOD PLAZA","New York","A",2018-09-10,"148 FOOD PLAZA INC","3596 BROADWAY","NEW YORK","NY",10031,"","","3596 BROADWAY
NEW YORK, NY 10031
(40.828137, -73.949079)",12288
"148","149 DELI & GROCERY","Bronx","A",2018-09-21,"149 DELI & GROCERY INC","395 E 149TH ST","BRONX","NY",10455,"","","395 E 149TH ST
BRONX, NY 10455
(40.816183, -73.918059)",6214
"149","149 GOURMET DELI","New York","A",2018-08-13,"149 GOURMET DELI INC","781 ST NICHOLAS AVE","NEW YORK","NY",10031,"","","",3694
"150","149 WILLIS","Bronx","A",2018-06-27,"149 WILLIS INC","526B WILLIS AVENUE","BRONX","NY",10455,"","","526B WILLIS AVENUE
BRONX, NY 10455
(40.815743, -73.918022)",6508
"151","1497 TE AMO CONVENIENCE","Bronx","A",2018-06-26,"1497 TE AMO CONVENIENCE CORP","1497 WESTCHESTER AVENUE","BRONX","NY",10472,"","","1497 WESTCHESTER AVENUE
BRONX, NY 10472
(40.82848, -73.880354)",6500
"152","14TH STREET CORNER MART","Erie","A",2018-12-03,"14TH STREET CORNER MART INC","294 VERMONT ST","BUFFALO","NY",14213,"","","294 VERMONT ST
BUFFALO, NY 14213
(42.907995, -78.888062)",7599
"153","150 AURORA GROCERY STR","Bronx","A",2018-05-08,"150 AURORA GROCERY CORP","150 E 174TH ST","BRONX","NY",10457,"","","150 E 174TH ST
BRONX, NY 10457
(40.844843, -73.909289)",6223
"154","150 FOOD CENTER","Nassau","A",2018-04-03,"150 FOOD CENTER CORP","150-152 LONG BEACH RD","ISLAND PARK","NY",11558,"","","150-152 LONG BEACH RD
ISLAND PARK, NY 11558
(40.601565, -73.655857)",12399
"155","150 MARKET","New York","A",2018-08-07,"150 MARKET INC","150 WILLIAM ST","NEW YORK","NY",10038,"","","150 WILLIAM ST
NEW YORK, NY 10038
(40.709634, -74.006348)",12925
"156","1506 ROCK DELI","Kings","A",2018-09-27,"1506 ROCK DELI CORP","1506 ROCKAWAY PKWY","BROOKLYN","NY",11236,"","","1506 ROCKAWAY PKWY
BROOKLYN, NY 11236
(40.643775, -73.9008)",9013
"157","1514 SMART GOURMET","New York","A",2019-01-07,"1514 SMART GOURMET INC","1514 AMSTERDAM AVENUE","NEW YORK","NY",10031,"","","1514 AMSTERDAM AVENUE
NEW YORK, NY 10031
(40.818667, -73.952415)",13639
"158","1517 NEW BANI GROCERY","New York","A",2018-09-13,"1517 NEW BANI GROCERY INC","1517 LEXINGTON AVE","NEW YORK","NY",10029,"","","1517 LEXINGTON AVE
NEW YORK, NY 10029
(40.787081, -73.950041)",12801
"159","1522 CORTELYOU MART","Kings","A",2018-04-20,"1522 CORTELYOU MART CORP","1522 CORTELYOU RD","BROOKLYN","NY",11226,"","","1522 CORTELYOU RD
BROOKLYN, NY 11226
(40.641444, -73.963925)",9389
"160","153 DELI GROCERY","Bronx","A",2018-12-26,"153 DELI GROCERY INC","153 EAST 149TH STREET","BRONX","NY",10451,"","","153 EAST 149TH STREET
BRONX, NY 10451
(40.818727, -73.927761)",6648
"161","153 J AND J FOOD MARKET","New York","A",2019-01-17,"153 J AND J FOOD MARKET CORP","153 EAST 99TH STREET","NEW YORK","NY",10029,"","","153 EAST 99TH STREET
NEW YORK, NY 10029
(40.787681, -73.949252)",13287
"162","1532 AMSTERDAM  FOOD","New York","A",2018-10-23,"1532 AMSTERDAM FOOD CORP","1532 AMSTERDAM AVE","NEW YORK","NY",10031,"","","1532 AMSTERDAM AVE
NEW YORK, NY 10031
(40.819361, -73.951902)",13148
"163","1537 FOOD","Bronx","A",2018-08-17,"1537 FOOD CORP","1537 BRUCKNER BLVD","BRONX","NY",10472,"","","1537 BRUCKNER BLVD
BRONX, NY 10472
(40.823916, -73.877403)",6630
"164","1538 NEW DELI","Bronx","A",2018-10-24,"1538 NEW DELI CORP","1538 DR MARTIN LUTHER KING BLVD #","BRONX","NY",10452,"","","",3775
"165","1544 MADISON DELI","New York","A",2018-07-18,"1544 MADISON DELI CORP","1544 MADISON AVE","NEW YORK","NY",10029,"","","1544 MADISON AVE
NEW YORK, NY 10029
(40.792648, -73.95021)",11951
"166","156 FOOD MARKET","Bronx","A",2019-01-15,"156 FOOD MARKET INC","760 GRAND CONCOURSE","BRONX","NY",10451,"","","760 GRAND CONCOURSE
BRONX, NY 10451
(40.823696, -73.924386)",3994
"167","156 GOURMET DELI","Bronx","A",2018-07-30,"156 GOURMET DELI CORP","809 E 156TH STREET","BRONX","NY",10455,"","","809 E 156TH STREET
BRONX, NY 10455
(40.817619, -73.903762)",5640
"168","157 FOOD MARKET","Queens","B",2019-01-14,"157 FOOD MARKET CORP","111-77 157TH STREET","JAMAICA","NY",11433,"06B","Potentially hazardous foods are not stored at safe temperatures","111-77 157TH STREET
JAMAICA, NY 11433
(40.688347, -73.790818)",3260
"169","157 GERARD","Bronx","A",2018-06-22,"157 GERARD CORP","119 E 157TH ST","BRONX","NY",10451,"","","119 E 157TH ST
BRONX, NY 10451
(40.825489, -73.926523)",5880
"170","157 N GOURMET DELI","Bronx","A",2019-03-15,"157 N GOURMET DELI INC","786A COURTLANDT AVE","BRONX","NY",10451,"","","786A COURTLANDT AVE
BRONX, NY 10451
(40.822473, -73.916777)",1555
"171","157TH DISCOUNT & VARIET","Bronx","A",2018-08-09,"157TH DISCOUNT & VARIETY INC","131 E 157TH ST","BRONX","NY",10451,"","","131 E 157TH ST
BRONX, NY 10451
(40.825371, -73.926183)",6620
"172","159 GOURMET DELI GROCER","Queens","A",2018-07-11,"159 GOURMET DELI GROCERY INC","159-03 HILLSIDE AVE","JAMAICA","NY",11432,"","","159-03 HILLSIDE AVE
JAMAICA, NY 11432
(40.707829, -73.802584)",3732
"173","159 RAILROAD MARKET","Suffolk","A",2019-02-01,"159 RAILROAD MARKET CORP","159 RAILROAD ST","RIVERHEAD","NY",11901,"","","159 RAILROAD ST
RIVERHEAD, NY 11901
(40.919624, -72.666892)",16386
"174","160 GOURMET DELI","Queens","A",2019-01-14,"160 GOURMET DELI INC","106-65 160TH STREET","JAMAICA","NY",11433,"","","106-65 160TH STREET
JAMAICA, NY 11433
(40.697385, -73.794505)",3528
"175","1600 MADISON AVE FOOD","New York","C",2018-04-26,"1600 MADISON AVENUE FOOD CORP","1600 MADISON AVE #","NEW YORK","NY",10029,"03D","-  Handwash sink in the deli food preparation area lacks hot and cold running water.","1600 MADISON AVE #
NEW YORK, NY 10029
(40.794622, -73.948771)",24597
"176","1601 AA GROCERY DELI","Bronx","A",2019-01-09,"1601 AA GROCERY DELI CORP","1601 WESTCHESTER AVENUE","BRONX","NY",10472,"","","1601 WESTCHESTER AVENUE
BRONX, NY 10472
(40.829228, -73.875519)",6660
"177","1605 GROCERY AND DELI M","Bronx","A",2018-05-09,"1605 GROCERY AND DELI MARKET CORP","1605 INWOOD AVENUE","BRONX","NY",10452,"","","1605 INWOOD AVENUE
BRONX, NY 10452
(40.845725, -73.915205)",6140
"178","161 L I AVENUE NY","Suffolk","A",2018-06-08,"161 L I AVENUE NY CORP","161-6/161-7 LONG ISLAND AVE","HOLTSVILLE","NY",11742,"","","161-6/161-7 LONG ISLAND AVE
HOLTSVILLE, NY 11742
(40.814609, -73.042436)",16645
"179","161 SHADDAD","Bronx","A",2018-03-23,"161 SHADDAD INC","575 E 161 ST","BRONX","NY",10456,"","","575 E 161 ST
BRONX, NY 10456
(40.822353, -73.909207)",6308
"180","1613 FOOD","New York","A",2018-10-01,"1613 FOOD CORP","1613 ST NICHOLAS AVE","NEW YORK","NY",10040,"","","1613 ST NICHOLAS AVE
NEW YORK, NY 10040
(40.85531, -73.929351)",12940
"181","1614 BROTHER GROCERY","Bronx","A",2018-04-24,"1614 BROTHER GROCERY LLC","1614 WESTCHESTER AVE","BRONX","NY",10472,"","","1614 WESTCHESTER AVE
BRONX, NY 10472
(40.829413, -73.874925)",5884
"182","162 GOURMET DELI","New York","A",2018-08-01,"162 GOURMET DELI CORP","601 WEST 162ND ST, STORE 3","NEW YORK","NY",10032,"","","601 WEST 162ND ST, STORE 3
NEW YORK, NY 10032
(40.837231, -73.942705)",13256
"183","1621A EL TEPEYAC","New York","A",2018-12-24,"1621A EL TEPEYAC CORP","1621A LEXINGTON AVE","NEW YORK","NY",10029,"","","1621A LEXINGTON AVE
NEW YORK, NY 10029
(40.789817, -73.948055)",13319
"184","1622 AMSTERDAM DELI&GRY","New York","A",2019-03-18,"1622 AMSTERDAM GROCERY CORP","1622 AMSTERDAM AVE","NEW YORK","NY",10031,"","","1622 AMSTERDAM AVE
NEW YORK, NY 10031
(40.821953, -73.950004)",235
"185","1622 CORTEL YOU SMOKE","Kings","A",2018-06-18,"1622 CORTELYOU SMOKE CORP","1622 CORTELYOU RD","BROOKLYN","NY",11226,"","","1622 CORTELYOU RD
BROOKLYN, NY 11226
(40.64183, -73.963069)",8494
"186","163 ASHLEY DELI GROCERY","Bronx","A",2018-06-21,"163 ASHLEY DELI GROCERY INC","3244 THIRD AVE","BRONX","NY",10451,"","","3244 THIRD AVE
BRONX, NY 10451
(40.823896, -73.908802)",6417
"187","163 KING DELI","Bronx","A",2018-10-31,"163 KING DELI INC","3240 3RD AVE #5","BRONX","NY",10451,"","","3240 3RD AVE #5
BRONX, NY 10451
(40.823747, -73.908894)",5039
"188","1630A NEW YORK GROCERY","New York","A",2018-09-28,"NEW YORK DELI GROCERY INC","1630A ST NICHOLAS AVE","NEW YORK","NY",10040,"","","1630A ST NICHOLAS AVE
NEW YORK, NY 10040
(40.85589, -73.928928)",14456
"189","164 MAIN STREET MARKET","St. Lawrence","A",2018-08-20,"164 MAIN STREET MARKET INC.","164 MAIN STREET","EDWARDS","NY",13635,"","","164 MAIN STREET
EDWARDS, NY 13635
(44.324806, -75.251192)",16739
"190","164 PRESBYTERIAN ST DEL","New York","A",2018-05-09,"164 PRESBYTERIAN ST DELI CORP","1081 ST NICHOLAS AVE","NEW YORK","NY",10032,"","","",3920
"191","164TH STREET TRADING","Queens","B",2018-05-22,"164TH STREET TRADING INC","65-08 164TH ST","FRESH MEADOWS","NY",11365,"04A","Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","65-08 164TH ST
FRESH MEADOWS, NY 11365
(40.736426, -73.804842)",27319
"192","165 DELI GROCERY","New York","A",2018-04-16,"165 DELI GROCERY CORP","2119 AMSTERDAM AVE","NEW YORK","NY",10032,"","","2119 AMSTERDAM AVE
NEW YORK, NY 10032
(40.838031, -73.938268)",12363
"193","165 STREET MARKET","Bronx","A",2018-05-02,"CHOI HAE S","245 EAST 165TH STREET","BRONX","NY",10456,"","","245 EAST 165TH STREET
BRONX, NY 10456
(40.829654, -73.917284)",6120
"194","165 W GOURMET DELI","New York","A",2018-11-13,"165 W GOURMET DELI CORP","1 AUDUBON AVE","NEW YORK","NY",10032,"","","1 AUDUBON AVE
NEW YORK, NY 10032
(40.838873, -73.939546)",12101
"195","165 WOODYCREST GROCERY","Bronx","A",2018-12-27,"165 WOODYCREST GROCERY INC","82 W 165TH STREET","BRONX","NY",10452,"","","82 W 165TH STREET
BRONX, NY 10452
(40.833953, -73.927068)",5854
"196","1667 GENERAL STORE","Albany","A",2018-11-26,"RED-KAP SALES INC","1667 WESTERN AVENUE","ALBANY","NY",12203,"","","1667 WESTERN AVENUE
ALBANY, NY 12203
(42.686553, -73.854665)",5834
"197","166TH DELI AND GROCERY","Bronx","A",2018-07-10,"ALAHANSHALI ABUBAKER","182 B EAST 166 STREET","BRONX","NY",10456,"","","182 B EAST 166 STREET
BRONX, NY 10456
(40.831594, -73.918834)",6425
"198","167 CANDY","New York","A",2018-06-01,"167 CANDY CORP","502 W 167TH ST","NEW YORK","NY",10032,"","","502 W 167TH ST
NEW YORK, NY 10032
(40.839504, -73.937862)",12419
"199","1674 DELI & GROCERY","Kings","A",2018-05-29,"1674 DELI & GROCERY CORP","1674 PITKIN AVENUE","BROOKLYN","NY",11212,"","","1674 PITKIN AVENUE
BROOKLYN, NY 11212
(40.669584, -73.911412)",9975
"200","169 FRESH FISH MARKET","Queens","A",2019-01-11,"169 FRESH FISH MARKET LLC","169-13 JAMAICA AVE","JAMAICA","NY",11432,"","","169-13 JAMAICA AVE
JAMAICA, NY 11432
(40.70692, -73.790653)",4062
"201","169 GOURMET DELI","Bronx","A",2018-08-21,"GREEN MOUNTAIN GROCERY & DELI LLC","169 E 205TH ST","BRONX","NY",10458,"","","169 E 205TH ST
BRONX, NY 10458
(40.875264, -73.885275)",6571
"202","16TH AVE FOOD CORNER","Kings","A",2018-09-12,"ROKIM FOOD INC","4101 16TH AVE","BROOKLYN","NY",11204,"","","4101 16TH AVE
BROOKLYN, NY 11204
(40.635431, -73.980935)",10923
"203","16TH STREET DELI& GRCRY","New York","A",2018-06-19,"16TH STREET DELI & GROCERY INC","279 1ST AVE","NEW YORK","NY",10003,"","","279 1ST AVE
NEW YORK, NY 10003
(40.73258, -73.981663)",12899
"204","17 GOURMET DELI GRILL","Kings","A",2018-12-20,"17 GOURMET DELI GRILL INC","1702 86TH ST","BROOKLYN","NY",11214,"","","1702 86TH ST
BROOKLYN, NY 11214
(40.608497, -74.004697)",9763
"205","1705 DELI GROCERY","New York","A",2019-03-04,"1705 DELI GROCERY INC","1705 LEXINGTON AVE","NEW YORK","NY",10029,"","","1705 LEXINGTON AVE
NEW YORK, NY 10029
(40.792792, -73.945874)",22731
"206","170TH ST GROCERY DELI","Bronx","A",2018-12-05,"ALBADHI MOHAMED & BINMAH FOOD ABU","160 E 170TH ST","BRONX","NY",10452,"","","160 E 170TH ST
BRONX, NY 10452
(40.838902, -73.914529)",6290
"207","171 VIP DELI & GROCERY","Richmond","A",2018-12-27,"171 VIP DELI & GROCERY CORP","171 SOUTH AVE","STATEN ISLAND","NY",10303,"","","171 SOUTH AVE
STATEN ISLAND, NY 10303
(40.635719, -74.166193)",15486
"208","171 WEST CORP","Bronx","A",2018-11-08,"171 WEST CORP","171 W BURNSIDE AVE","BRONX","NY",10453,"","","171 W BURNSIDE AVE
BRONX, NY 10453
(40.853963, -73.914754)",5462
"209","171 YONKERS GOURMET DEL","Westchester","A",2018-10-03,"171 YONKERS GOURMET DELI CORP","171 NORTH BROADWAY","YONKERS","NY",10701,"","","171 NORTH BROADWAY
YONKERS, NY 10701
(40.940089, -73.895469)",18541
"210","1711 SHOPPING CENTER","Kings","A",2019-02-28,"1711 FOSTER CORPORATION","1711 FOSTER AVE","BROOKLYN","NY",11230,"","","1711 FOSTER AVE
BROOKLYN, NY 11230
(40.635189, -73.96078)",22580
"211","172 DELI GROCERY","New York","A",2019-02-04,"172 DELI GROCERY CORP","1230 ST NICHOLAS AVE","NEW YORK","NY",10032,"","","1230 ST NICHOLAS AVE
NEW YORK, NY 10032
(40.843508, -73.937979)",12598
"212","172 MINI MART","Queens","A",2018-06-18,"172 MINI MART INC","172-01 BAISLEY BLVD","JAMAICA","NY",11434,"","","172-01 BAISLEY BLVD
JAMAICA, NY 11434
(40.68177, -73.772)",3225
"213","1721 GROCERY","Suffolk","A",2018-08-27,"1721 GROCERY INC","1721 MONTAUK HWY","BELLPORT","NY",11713,"","","1721 MONTAUK HWY
BELLPORT, NY 11713
(40.774131, -72.943501)",16631
"214","173 HILLSIDE DELI","Queens","A",2019-01-15,"173 HILLSIDE DELI INC","172-22 HILLSIDE AVE","JAMAICA","NY",11432,"","","172-22 HILLSIDE AVE
JAMAICA, NY 11432
(40.711743, -73.790029)",3374
